SearchBayesianSkopt: New best config found. Config 0: {'topK': 805, 'shrink': 1005, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0943755, PRECISION: 0.0149132, PRECISION_RECALL_MIN_DEN: 0.0497107, RECALL: 0.0497107, MAP: 0.0247828, MRR: 0.0687487, NDCG: 0.0420958, F1: 0.0229434, HIT_RATE: 0.1491320, ARHR: 0.0715123, RMSE: 0.9798888, NOVELTY: 0.0052300, AVERAGE_POPULARITY: 0.6714799, DIVERSITY_MEAN_INTER_LIST: 0.7951750, DIVERSITY_HERFINDAHL: 0.9795126, COVERAGE_ITEM: 0.3454447, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0628975, SHANNON_ENTROPY: 7.1443216, 
SearchBayesianSkopt: Config 11 is suboptimal. Config: {'topK': 137, 'shrink': 671, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.1062973, PRECISION: 0.0168036, PRECISION_RECALL_MIN_DEN: 0.0560120, RECALL: 0.0560120, MAP: 0.0279781, MRR: 0.0771356, NDCG: 0.0474015, F1: 0.0258517, HIT_RATE: 0.1680361, ARHR: 0.0804638, RMSE: 0.9840313, NOVELTY: 0.0054602, AVERAGE_POPULARITY: 0.5387868, DIVERSITY_MEAN_INTER_LIST: 0.9178254, DIVERSITY_HERFINDAHL: 0.9917769, COVERAGE_ITEM: 0.4095702, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0927460, SHANNON_ENTROPY: 8.5938475, 
SearchBayesianSkopt: New best config found. Config 12: {'topK': 11, 'shrink': 402, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.1182875, PRECISION: 0.0188114, PRECISION_RECALL_MIN_DEN: 0.0627046, RECALL: 0.0627046, MAP: 0.0309516, MRR: 0.0844394, NDCG: 0.0525564, F1: 0.0289406, HIT_RATE: 0.1881139, ARHR: 0.0885653, RMSE: 0.9923548, NOVELTY: 0.0058378, AVERAGE_POPULARITY: 0.3583447, DIVERSITY_MEAN_INTER_LIST: 0.9768742, DIVERSITY_HERFINDAHL: 0.9976814, COVERAGE_ITEM: 0.4510408, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1393533, SHANNON_ENTROPY: 10.0656801, 
SearchBayesianSkopt: Config 13 is suboptimal. Config: {'topK': 691, 'shrink': 1074, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0935285, PRECISION: 0.0148638, PRECISION_RECALL_MIN_DEN: 0.0495459, RECALL: 0.0495459, MAP: 0.0245493, MRR: 0.0680141, NDCG: 0.0417739, F1: 0.0228674, HIT_RATE: 0.1486378, ARHR: 0.0707845, RMSE: 0.9812742, NOVELTY: 0.0052371, AVERAGE_POPULARITY: 0.6671897, DIVERSITY_MEAN_INTER_LIST: 0.8027932, DIVERSITY_HERFINDAHL: 0.9802744, COVERAGE_ITEM: 0.3485266, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0639088, SHANNON_ENTROPY: 7.2017372, 
SearchBayesianSkopt: Config 14 is suboptimal. Config: {'topK': 228, 'shrink': 843, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.1033716, PRECISION: 0.0163526, PRECISION_RECALL_MIN_DEN: 0.0545088, RECALL: 0.0545088, MAP: 0.0273992, MRR: 0.0754872, NDCG: 0.0462971, F1: 0.0251579, HIT_RATE: 0.1635263, ARHR: 0.0787717, RMSE: 0.9834093, NOVELTY: 0.0053699, AVERAGE_POPULARITY: 0.5878940, DIVERSITY_MEAN_INTER_LIST: 0.8847467, DIVERSITY_HERFINDAHL: 0.9884692, COVERAGE_ITEM: 0.3907002, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0820125, SHANNON_ENTROPY: 8.1040543, 
SearchBayesianSkopt: Config 15 is suboptimal. Config: {'topK': 337, 'shrink': 1057, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0989591, PRECISION: 0.0156236, PRECISION_RECALL_MIN_DEN: 0.0520788, RECALL: 0.0520788, MAP: 0.0259249, MRR: 0.0718859, NDCG: 0.0440563, F1: 0.0240364, HIT_RATE: 0.1562365, ARHR: 0.0747828, RMSE: 0.9839349, NOVELTY: 0.0053061, AVERAGE_POPULARITY: 0.6260621, DIVERSITY_MEAN_INTER_LIST: 0.8514941, DIVERSITY_HERFINDAHL: 0.9851441, COVERAGE_ITEM: 0.3746959, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0736768, SHANNON_ENTROPY: 7.6937542, 
SearchBayesianSkopt: Config 16 is suboptimal. Config: {'topK': 200, 'shrink': 351, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.1100033, PRECISION: 0.0174090, PRECISION_RECALL_MIN_DEN: 0.0580301, RECALL: 0.0580301, MAP: 0.0294293, MRR: 0.0806944, NDCG: 0.0494939, F1: 0.0267831, HIT_RATE: 0.1740903, ARHR: 0.0844077, RMSE: 0.9753541, NOVELTY: 0.0054989, AVERAGE_POPULARITY: 0.5213399, DIVERSITY_MEAN_INTER_LIST: 0.9239134, DIVERSITY_HERFINDAHL: 0.9923856, COVERAGE_ITEM: 0.4234658, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0972718, SHANNON_ENTROPY: 8.7408811, 
SearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 554, 'shrink': 304, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.1064855, PRECISION: 0.0168160, PRECISION_RECALL_MIN_DEN: 0.0560532, RECALL: 0.0560532, MAP: 0.0284097, MRR: 0.0781426, NDCG: 0.0478256, F1: 0.0258707, HIT_RATE: 0.1681596, ARHR: 0.0816040, RMSE: 0.9640671, NOVELTY: 0.0054265, AVERAGE_POPULARITY: 0.5680934, DIVERSITY_MEAN_INTER_LIST: 0.8885350, DIVERSITY_HERFINDAHL: 0.9888480, COVERAGE_ITEM: 0.4218437, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0884179, SHANNON_ENTROPY: 8.2600469, 
SearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 433, 'shrink': 1033, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0960295, PRECISION: 0.0153271, PRECISION_RECALL_MIN_DEN: 0.0510904, RECALL: 0.0510904, MAP: 0.0252637, MRR: 0.0699004, NDCG: 0.0429966, F1: 0.0235802, HIT_RATE: 0.1532711, ARHR: 0.0727996, RMSE: 0.9825880, NOVELTY: 0.0052823, AVERAGE_POPULARITY: 0.6405235, DIVERSITY_MEAN_INTER_LIST: 0.8354225, DIVERSITY_HERFINDAHL: 0.9835371, COVERAGE_ITEM: 0.3670722, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0703189, SHANNON_ENTROPY: 7.5248925, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 901, 'shrink': 1107, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0935611, PRECISION: 0.0148638, PRECISION_RECALL_MIN_DEN: 0.0495459, RECALL: 0.0495459, MAP: 0.0244051, MRR: 0.0677764, NDCG: 0.0416563, F1: 0.0228674, HIT_RATE: 0.1486378, ARHR: 0.0704600, RMSE: 0.9808660, NOVELTY: 0.0052124, AVERAGE_POPULARITY: 0.6814638, DIVERSITY_MEAN_INTER_LIST: 0.7818730, DIVERSITY_HERFINDAHL: 0.9781825, COVERAGE_ITEM: 0.3384699, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0605103, SHANNON_ENTROPY: 7.0246946, 
SearchBayesianSkopt: Config 20 is suboptimal. Config: {'topK': 949, 'shrink': 4, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0925626, PRECISION: 0.0145240, PRECISION_RECALL_MIN_DEN: 0.0484133, RECALL: 0.0484133, MAP: 0.0246618, MRR: 0.0675426, NDCG: 0.0414041, F1: 0.0223446, HIT_RATE: 0.1452400, ARHR: 0.0707032, RMSE: 0.9272209, NOVELTY: 0.0061700, AVERAGE_POPULARITY: 0.2435205, DIVERSITY_MEAN_INTER_LIST: 0.9800311, DIVERSITY_HERFINDAHL: 0.9979971, COVERAGE_ITEM: 0.8798594, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3281607, SHANNON_ENTROPY: 11.8658958, 
SearchBayesianSkopt: New best config found. Config 21: {'topK': 12, 'shrink': 37, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.1231572, PRECISION: 0.0196578, PRECISION_RECALL_MIN_DEN: 0.0655258, RECALL: 0.0655258, MAP: 0.0329781, MRR: 0.0897385, NDCG: 0.0554939, F1: 0.0302427, HIT_RATE: 0.1965775, ARHR: 0.0942336, RMSE: 0.9849431, NOVELTY: 0.0063862, AVERAGE_POPULARITY: 0.2134363, DIVERSITY_MEAN_INTER_LIST: 0.9903884, DIVERSITY_HERFINDAHL: 0.9990327, COVERAGE_ITEM: 0.7885915, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2720714, SHANNON_ENTROPY: 11.7572952, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0981104, PRECISION: 0.0168160, PRECISION_RECALL_MIN_DEN: 0.0560532, RECALL: 0.0560532, MAP: 0.0249426, MRR: 0.0675381, NDCG: 0.0439861, F1: 0.0258707, HIT_RATE: 0.1681596, ARHR: 0.0710858, RMSE: 0.9853697, NOVELTY: 0.0067635, AVERAGE_POPULARITY: 0.1419999, DIVERSITY_MEAN_INTER_LIST: 0.9860632, DIVERSITY_HERFINDAHL: 0.9986002, COVERAGE_ITEM: 0.8164369, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3436168, SHANNON_ENTROPY: 12.1152769, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0981104, PRECISION: 0.0168160, PRECISION_RECALL_MIN_DEN: 0.0560532, RECALL: 0.0560532, MAP: 0.0249426, MRR: 0.0675381, NDCG: 0.0439861, F1: 0.0258707, HIT_RATE: 0.1681596, ARHR: 0.0710858, RMSE: 0.9853697, NOVELTY: 0.0067635, AVERAGE_POPULARITY: 0.1419999, DIVERSITY_MEAN_INTER_LIST: 0.9860632, DIVERSITY_HERFINDAHL: 0.9986002, COVERAGE_ITEM: 0.8164369, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3436168, SHANNON_ENTROPY: 12.1152769, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0981104, PRECISION: 0.0168160, PRECISION_RECALL_MIN_DEN: 0.0560532, RECALL: 0.0560532, MAP: 0.0249426, MRR: 0.0675381, NDCG: 0.0439861, F1: 0.0258707, HIT_RATE: 0.1681596, ARHR: 0.0710858, RMSE: 0.9853697, NOVELTY: 0.0067635, AVERAGE_POPULARITY: 0.1419999, DIVERSITY_MEAN_INTER_LIST: 0.9860632, DIVERSITY_HERFINDAHL: 0.9986002, COVERAGE_ITEM: 0.8164369, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3436168, SHANNON_ENTROPY: 12.1152769, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 8, 'shrink': 1497, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.1101412, PRECISION: 0.0175388, PRECISION_RECALL_MIN_DEN: 0.0584626, RECALL: 0.0584626, MAP: 0.0290706, MRR: 0.0793233, NDCG: 0.0492112, F1: 0.0269827, HIT_RATE: 0.1753877, ARHR: 0.0831998, RMSE: 0.9968848, NOVELTY: 0.0058075, AVERAGE_POPULARITY: 0.3704849, DIVERSITY_MEAN_INTER_LIST: 0.9735431, DIVERSITY_HERFINDAHL: 0.9973483, COVERAGE_ITEM: 0.4540687, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1385879, SHANNON_ENTROPY: 9.9636296, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 998, 'shrink': 19, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.1094616, PRECISION: 0.0170878, PRECISION_RECALL_MIN_DEN: 0.0569593, RECALL: 0.0569593, MAP: 0.0293189, MRR: 0.0799379, NDCG: 0.0489810, F1: 0.0262889, HIT_RATE: 0.1708779, ARHR: 0.0838657, RMSE: 0.9309915, NOVELTY: 0.0060757, AVERAGE_POPULARITY: 0.3418704, DIVERSITY_MEAN_INTER_LIST: 0.9621122, DIVERSITY_HERFINDAHL: 0.9962053, COVERAGE_ITEM: 0.8111381, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2433566, SHANNON_ENTROPY: 10.8348869, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 15, 'shrink': 1494, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.1096542, PRECISION: 0.0174461, PRECISION_RECALL_MIN_DEN: 0.0581537, RECALL: 0.0581537, MAP: 0.0287901, MRR: 0.0786881, NDCG: 0.0488483, F1: 0.0268402, HIT_RATE: 0.1744610, ARHR: 0.0824694, RMSE: 0.9960486, NOVELTY: 0.0057306, AVERAGE_POPULARITY: 0.4097198, DIVERSITY_MEAN_INTER_LIST: 0.9666001, DIVERSITY_HERFINDAHL: 0.9966540, COVERAGE_ITEM: 0.4649905, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1302246, SHANNON_ENTROPY: 9.7609519, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 1000, 'shrink': 33, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.1134063, PRECISION: 0.0177921, PRECISION_RECALL_MIN_DEN: 0.0593069, RECALL: 0.0593069, MAP: 0.0304188, MRR: 0.0829895, NDCG: 0.0508879, F1: 0.0273724, HIT_RATE: 0.1779206, ARHR: 0.0870425, RMSE: 0.9338999, NOVELTY: 0.0059418, AVERAGE_POPULARITY: 0.3903001, DIVERSITY_MEAN_INTER_LIST: 0.9510005, DIVERSITY_HERFINDAHL: 0.9950942, COVERAGE_ITEM: 0.7459313, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1965136, SHANNON_ENTROPY: 10.2560343, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 991, 'shrink': 1493, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0912424, PRECISION: 0.0146661, PRECISION_RECALL_MIN_DEN: 0.0488870, RECALL: 0.0488870, MAP: 0.0238816, MRR: 0.0665275, NDCG: 0.0409093, F1: 0.0225632, HIT_RATE: 0.1466609, ARHR: 0.0690508, RMSE: 0.9844169, NOVELTY: 0.0051850, AVERAGE_POPULARITY: 0.6974352, DIVERSITY_MEAN_INTER_LIST: 0.7602252, DIVERSITY_HERFINDAHL: 0.9760178, COVERAGE_ITEM: 0.3253852, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0570560, SHANNON_ENTROPY: 6.8339137, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 995, 'shrink': 2, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.0877877, PRECISION: 0.0139000, PRECISION_RECALL_MIN_DEN: 0.0463335, RECALL: 0.0463335, MAP: 0.0233783, MRR: 0.0640952, NDCG: 0.0393949, F1: 0.0213847, HIT_RATE: 0.1390004, ARHR: 0.0670531, RMSE: 0.9255732, NOVELTY: 0.0061119, AVERAGE_POPULARITY: 0.2244487, DIVERSITY_MEAN_INTER_LIST: 0.9827978, DIVERSITY_HERFINDAHL: 0.9982737, COVERAGE_ITEM: 0.8852663, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3422734, SHANNON_ENTROPY: 12.0348082, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0981104, PRECISION: 0.0168160, PRECISION_RECALL_MIN_DEN: 0.0560532, RECALL: 0.0560532, MAP: 0.0249426, MRR: 0.0675381, NDCG: 0.0439861, F1: 0.0258707, HIT_RATE: 0.1681596, ARHR: 0.0710858, RMSE: 0.9853697, NOVELTY: 0.0067635, AVERAGE_POPULARITY: 0.1419999, DIVERSITY_MEAN_INTER_LIST: 0.9860632, DIVERSITY_HERFINDAHL: 0.9986002, COVERAGE_ITEM: 0.8164369, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3436168, SHANNON_ENTROPY: 12.1152769, 
SearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 9, 'shrink': 1483, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.1104433, PRECISION: 0.0174893, PRECISION_RECALL_MIN_DEN: 0.0582978, RECALL: 0.0582978, MAP: 0.0289606, MRR: 0.0791809, NDCG: 0.0490798, F1: 0.0269067, HIT_RATE: 0.1748934, ARHR: 0.0829659, RMSE: 0.9967298, NOVELTY: 0.0057929, AVERAGE_POPULARITY: 0.3779074, DIVERSITY_MEAN_INTER_LIST: 0.9723555, DIVERSITY_HERFINDAHL: 0.9972295, COVERAGE_ITEM: 0.4549338, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1370863, SHANNON_ENTROPY: 9.9260516, 
SearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 8, 'shrink': 1492, 'similarity': 'jaccard', 'normalize': False} - results: ROC_AUC: 0.1101275, PRECISION: 0.0175326, PRECISION_RECALL_MIN_DEN: 0.0584420, RECALL: 0.0584420, MAP: 0.0290704, MRR: 0.0793226, NDCG: 0.0492045, F1: 0.0269732, HIT_RATE: 0.1753259, ARHR: 0.0831990, RMSE: 0.9968770, NOVELTY: 0.0058071, AVERAGE_POPULARITY: 0.3704988, DIVERSITY_MEAN_INTER_LIST: 0.9735469, DIVERSITY_HERFINDAHL: 0.9973487, COVERAGE_ITEM: 0.4539065, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1385544, SHANNON_ENTROPY: 9.9630842, 
SearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'similarity': 'jaccard', 'normalize': True} - results: ROC_AUC: 0.0981104, PRECISION: 0.0168160, PRECISION_RECALL_MIN_DEN: 0.0560532, RECALL: 0.0560532, MAP: 0.0249426, MRR: 0.0675381, NDCG: 0.0439861, F1: 0.0258707, HIT_RATE: 0.1681596, ARHR: 0.0710858, RMSE: 0.9853697, NOVELTY: 0.0067635, AVERAGE_POPULARITY: 0.1419999, DIVERSITY_MEAN_INTER_LIST: 0.9860632, DIVERSITY_HERFINDAHL: 0.9986002, COVERAGE_ITEM: 0.8164369, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3436168, SHANNON_ENTROPY: 12.1152769, 
